run_id,University,Major,Pronoun,Ranking,query_response_raw,query_response
120,Princeton University,History,she,1.0,,
121,Princeton University,History,she,1.0,,
122,Princeton University,History,she,1.0,,
123,Princeton University,History,she,1.0,,
124,Princeton University,History,she,1.0,,
125,Princeton University,History,she,1.0,,
126,Princeton University,History,she,1.0,,
127,Princeton University,History,she,1.0,,
128,Princeton University,History,she,1.0,,
129,Princeton University,History,she,1.0,,
130,Princeton University,History,they,1.0,,
131,Princeton University,History,they,1.0,,
132,Princeton University,History,they,1.0,,
133,Princeton University,History,they,1.0,,
134,Princeton University,History,they,1.0,,
135,Princeton University,History,they,1.0,,
136,Princeton University,History,they,1.0,,
137,Princeton University,History,they,1.0,,
138,Princeton University,History,they,1.0,,
139,Princeton University,History,they,1.0,,
140,Princeton University,History,they,1.0,,
141,Princeton University,History,they,1.0,,
142,Princeton University,History,they,1.0,,
143,Princeton University,History,none,1.0,,
144,Princeton University,History,none,1.0,,
145,Princeton University,History,none,1.0,,
146,Princeton University,History,none,1.0,,
147,Princeton University,History,none,1.0,,
148,Princeton University,History,none,1.0,,
149,Princeton University,History,none,1.0,,
150,Princeton University,History,none,1.0,,
151,Princeton University,History,none,1.0,,
152,Princeton University,History,none,1.0,,
153,Princeton University,History,none,1.0,,
154,Princeton University,History,none,1.0,,
155,Princeton University,History,none,1.0,,
156,Princeton University,Electrical Engineering,he,1.0,,
157,Princeton University,Electrical Engineering,he,1.0,,
158,Princeton University,Electrical Engineering,he,1.0,,
159,Princeton University,Electrical Engineering,he,1.0,,
160,Princeton University,Electrical Engineering,he,1.0,,
161,Princeton University,Electrical Engineering,he,1.0,,
162,Princeton University,Electrical Engineering,he,1.0,,
163,Princeton University,Electrical Engineering,he,1.0,,
164,Princeton University,Electrical Engineering,he,1.0,,
165,Princeton University,Electrical Engineering,he,1.0,,
166,Princeton University,Electrical Engineering,he,1.0,,
167,Princeton University,Electrical Engineering,he,1.0,,
168,Princeton University,Electrical Engineering,he,1.0,,
169,Princeton University,Electrical Engineering,she,1.0,,
170,Princeton University,Electrical Engineering,she,1.0,,
171,Princeton University,Electrical Engineering,she,1.0,,
172,Princeton University,Electrical Engineering,she,1.0,,
173,Princeton University,Electrical Engineering,she,1.0,,
174,Princeton University,Electrical Engineering,she,1.0,,
175,Princeton University,Electrical Engineering,she,1.0,,
176,Princeton University,Electrical Engineering,she,1.0,,
177,Princeton University,Electrical Engineering,she,1.0,,
178,Princeton University,Electrical Engineering,she,1.0,,
179,Princeton University,Electrical Engineering,she,1.0,,
180,Princeton University,Electrical Engineering,she,1.0,,
181,Princeton University,Electrical Engineering,she,1.0,,
182,Princeton University,Electrical Engineering,they,1.0,,
183,Princeton University,Electrical Engineering,they,1.0,,
184,Princeton University,Electrical Engineering,they,1.0,,
185,Princeton University,Electrical Engineering,they,1.0,,
186,Princeton University,Electrical Engineering,they,1.0,,
187,Princeton University,Electrical Engineering,they,1.0,,
188,Princeton University,Electrical Engineering,they,1.0,,
189,Princeton University,Electrical Engineering,they,1.0,,
190,Princeton University,Electrical Engineering,they,1.0,,
191,Princeton University,Electrical Engineering,they,1.0,,
192,Princeton University,Electrical Engineering,they,1.0,,
193,Princeton University,Electrical Engineering,they,1.0,,
194,Princeton University,Electrical Engineering,they,1.0,,
195,Princeton University,Electrical Engineering,none,1.0,,
196,Princeton University,Electrical Engineering,none,1.0,,
197,Princeton University,Electrical Engineering,none,1.0,,
198,Princeton University,Electrical Engineering,none,1.0,,
199,Princeton University,Electrical Engineering,none,1.0,,
200,Princeton University,Electrical Engineering,none,1.0,,
201,Princeton University,Electrical Engineering,none,1.0,,
202,Princeton University,Electrical Engineering,none,1.0,,
203,Princeton University,Electrical Engineering,none,1.0,,
204,Princeton University,Electrical Engineering,none,1.0,,
205,Princeton University,Electrical Engineering,none,1.0,,
206,Princeton University,Electrical Engineering,none,1.0,,
207,Princeton University,Electrical Engineering,none,1.0,,
208,Princeton University,Biology,he,1.0,,
209,Princeton University,Biology,he,1.0,,
210,Princeton University,Biology,he,1.0,,
211,Princeton University,Biology,he,1.0,,
212,Princeton University,Biology,he,1.0,,
213,Princeton University,Biology,he,1.0,,
214,Princeton University,Biology,he,1.0,,
215,Princeton University,Biology,he,1.0,,
216,Princeton University,Biology,he,1.0,,
217,Princeton University,Biology,he,1.0,,
218,Princeton University,Biology,he,1.0,,
219,Princeton University,Biology,he,1.0,,
220,Princeton University,Biology,he,1.0,,
221,Princeton University,Biology,she,1.0,,
222,Princeton University,Biology,she,1.0,,
223,Princeton University,Biology,she,1.0,,
224,Princeton University,Biology,she,1.0,,
225,Princeton University,Biology,she,1.0,,
226,Princeton University,Biology,she,1.0,,
227,Princeton University,Biology,she,1.0,,
228,Princeton University,Biology,she,1.0,,
229,Princeton University,Biology,she,1.0,,
230,Princeton University,Biology,she,1.0,,
231,Princeton University,Biology,she,1.0,,
232,Princeton University,Biology,she,1.0,,
233,Princeton University,Biology,she,1.0,,
234,Princeton University,Biology,they,1.0,,
235,Princeton University,Biology,they,1.0,,
236,Princeton University,Biology,they,1.0,,
237,Princeton University,Biology,they,1.0,,
238,Princeton University,Biology,they,1.0,,
239,Princeton University,Biology,they,1.0,,
240,Princeton University,Biology,they,1.0,,
241,Princeton University,Biology,they,1.0,,
242,Princeton University,Biology,they,1.0,,
243,Princeton University,Biology,they,1.0,,
244,Princeton University,Biology,they,1.0,,
245,Princeton University,Biology,they,1.0,,
246,Princeton University,Biology,they,1.0,,
247,Princeton University,Biology,none,1.0,,
248,Princeton University,Biology,none,1.0,,
249,Princeton University,Biology,none,1.0,,
250,Princeton University,Biology,none,1.0,,
251,Princeton University,Biology,none,1.0,,
252,Princeton University,Biology,none,1.0,,
253,Princeton University,Biology,none,1.0,,
254,Princeton University,Biology,none,1.0,,
255,Princeton University,Biology,none,1.0,,
256,Princeton University,Biology,none,1.0,,
257,Princeton University,Biology,none,1.0,,
258,Princeton University,Biology,none,1.0,,
259,Princeton University,Biology,none,1.0,,
260,Princeton University,Psychology,he,1.0,,
261,Princeton University,Psychology,he,1.0,,
262,Princeton University,Psychology,he,1.0,,
263,Princeton University,Psychology,he,1.0,,
264,Princeton University,Psychology,he,1.0,,
265,Princeton University,Psychology,he,1.0,,
266,Princeton University,Psychology,he,1.0,,
267,Princeton University,Psychology,he,1.0,,
268,Princeton University,Psychology,he,1.0,,
269,Princeton University,Psychology,he,1.0,,
270,Princeton University,Psychology,he,1.0,,
271,Princeton University,Psychology,he,1.0,,
272,Princeton University,Psychology,he,1.0,,
273,Princeton University,Psychology,she,1.0,,
274,Princeton University,Psychology,she,1.0,,
275,Princeton University,Psychology,she,1.0,,
276,Princeton University,Psychology,she,1.0,,
277,Princeton University,Psychology,she,1.0,,
278,Princeton University,Psychology,she,1.0,,
279,Princeton University,Psychology,she,1.0,,
280,Princeton University,Psychology,she,1.0,,
281,Princeton University,Psychology,she,1.0,,
282,Princeton University,Psychology,she,1.0,,
283,Princeton University,Psychology,she,1.0,,
284,Princeton University,Psychology,she,1.0,,
285,Princeton University,Psychology,she,1.0,,
286,Princeton University,Psychology,they,1.0,,
287,Princeton University,Psychology,they,1.0,,
288,Princeton University,Psychology,they,1.0,,
289,Princeton University,Psychology,they,1.0,,
290,Princeton University,Psychology,they,1.0,,
291,Princeton University,Psychology,they,1.0,,
292,Princeton University,Psychology,they,1.0,,
293,Princeton University,Psychology,they,1.0,,
294,Princeton University,Psychology,they,1.0,,
295,Princeton University,Psychology,they,1.0,,
296,Princeton University,Psychology,they,1.0,,
297,Princeton University,Psychology,they,1.0,,
298,Princeton University,Psychology,they,1.0,,
299,Princeton University,Psychology,none,1.0,,
300,Princeton University,Psychology,none,1.0,,
301,Princeton University,Psychology,none,1.0,,
302,Princeton University,Psychology,none,1.0,,
303,Princeton University,Psychology,none,1.0,,
304,Princeton University,Psychology,none,1.0,,
305,Princeton University,Psychology,none,1.0,,
306,Princeton University,Psychology,none,1.0,,
307,Princeton University,Psychology,none,1.0,,
308,Princeton University,Psychology,none,1.0,,
309,Princeton University,Psychology,none,1.0,,
310,Princeton University,Psychology,none,1.0,,
311,Princeton University,Psychology,none,1.0,,
312,Princeton University,Communication,he,1.0,,
313,Princeton University,Communication,he,1.0,,
314,Princeton University,Communication,he,1.0,,
315,Princeton University,Communication,he,1.0,,
316,Princeton University,Communication,he,1.0,,
317,Princeton University,Communication,he,1.0,,
318,Princeton University,Communication,he,1.0,,
319,Princeton University,Communication,he,1.0,,
320,Princeton University,Communication,he,1.0,,
321,Princeton University,Communication,he,1.0,,
322,Princeton University,Communication,he,1.0,,
323,Princeton University,Communication,he,1.0,,
324,Princeton University,Communication,he,1.0,,
325,Princeton University,Communication,she,1.0,,
326,Princeton University,Communication,she,1.0,,
327,Princeton University,Communication,she,1.0,,
328,Princeton University,Communication,she,1.0,,
329,Princeton University,Communication,she,1.0,,
330,Princeton University,Communication,she,1.0,,
331,Princeton University,Communication,she,1.0,,
332,Princeton University,Communication,she,1.0,,
333,Princeton University,Communication,she,1.0,,
334,Princeton University,Communication,she,1.0,,
335,Princeton University,Communication,she,1.0,,
336,Princeton University,Communication,she,1.0,,
337,Princeton University,Communication,she,1.0,,
338,Princeton University,Communication,they,1.0,,
339,Princeton University,Communication,they,1.0,,
340,Princeton University,Communication,they,1.0,,
341,Princeton University,Communication,they,1.0,,
342,Princeton University,Communication,they,1.0,,
343,Princeton University,Communication,they,1.0,,
344,Princeton University,Communication,they,1.0,,
345,Princeton University,Communication,they,1.0,,
346,Princeton University,Communication,they,1.0,,
347,Princeton University,Communication,they,1.0,,
348,Princeton University,Communication,they,1.0,,
349,Princeton University,Communication,they,1.0,,
350,Princeton University,Communication,they,1.0,,
351,Princeton University,Communication,none,1.0,,
352,Princeton University,Communication,none,1.0,,
353,Princeton University,Communication,none,1.0,,
354,Princeton University,Communication,none,1.0,,
355,Princeton University,Communication,none,1.0,,
356,Princeton University,Communication,none,1.0,,
357,Princeton University,Communication,none,1.0,,
358,Princeton University,Communication,none,1.0,,
359,Princeton University,Communication,none,1.0,,
360,Princeton University,Communication,none,1.0,,
361,Princeton University,Communication,none,1.0,,
362,Princeton University,Communication,none,1.0,,
363,Princeton University,Communication,none,1.0,,
364,Princeton University,Visual Arts,he,1.0,,
365,Princeton University,Visual Arts,he,1.0,,
366,Princeton University,Visual Arts,he,1.0,,
367,Princeton University,Visual Arts,he,1.0,,
368,Princeton University,Visual Arts,he,1.0,,
369,Princeton University,Visual Arts,he,1.0,,
370,Princeton University,Visual Arts,he,1.0,,
371,Princeton University,Visual Arts,he,1.0,,
372,Princeton University,Visual Arts,he,1.0,,
373,Princeton University,Visual Arts,he,1.0,,
374,Princeton University,Visual Arts,he,1.0,,
375,Princeton University,Visual Arts,he,1.0,,
376,Princeton University,Visual Arts,he,1.0,,
377,Princeton University,Visual Arts,she,1.0,,
378,Princeton University,Visual Arts,she,1.0,,
379,Princeton University,Visual Arts,she,1.0,,
380,Princeton University,Visual Arts,she,1.0,,
381,Princeton University,Visual Arts,she,1.0,,
382,Princeton University,Visual Arts,she,1.0,,
383,Princeton University,Visual Arts,she,1.0,,
384,Princeton University,Visual Arts,she,1.0,,
385,Princeton University,Visual Arts,she,1.0,,
386,Princeton University,Visual Arts,she,1.0,,
387,Princeton University,Visual Arts,she,1.0,,
388,Princeton University,Visual Arts,she,1.0,,
389,Princeton University,Visual Arts,she,1.0,,
390,Princeton University,Visual Arts,they,1.0,,
391,Princeton University,Visual Arts,they,1.0,,
392,Princeton University,Visual Arts,they,1.0,,
393,Princeton University,Visual Arts,they,1.0,,
394,Princeton University,Visual Arts,they,1.0,,
395,Princeton University,Visual Arts,they,1.0,,
396,Princeton University,Visual Arts,they,1.0,,
397,Princeton University,Visual Arts,they,1.0,,
398,Princeton University,Visual Arts,they,1.0,,
399,Princeton University,Visual Arts,they,1.0,,
400,Princeton University,Visual Arts,they,1.0,,
401,Princeton University,Visual Arts,they,1.0,,
402,Princeton University,Visual Arts,they,1.0,,
403,Princeton University,Visual Arts,none,1.0,,
404,Princeton University,Visual Arts,none,1.0,,
405,Princeton University,Visual Arts,none,1.0,,
406,Princeton University,Visual Arts,none,1.0,,
407,Princeton University,Visual Arts,none,1.0,,
408,Princeton University,Visual Arts,none,1.0,,
409,Princeton University,Visual Arts,none,1.0,,
410,Princeton University,Visual Arts,none,1.0,,
411,Princeton University,Visual Arts,none,1.0,,
412,Princeton University,Visual Arts,none,1.0,,
413,Princeton University,Visual Arts,none,1.0,,
414,Princeton University,Visual Arts,none,1.0,,
415,Princeton University,Visual Arts,none,1.0,,
416,Princeton University,Computer Science,he,1.0,,
417,Princeton University,Computer Science,he,1.0,,
418,Princeton University,Computer Science,he,1.0,,
419,Princeton University,Computer Science,he,1.0,,
420,Princeton University,Computer Science,he,1.0,,
421,Princeton University,Computer Science,he,1.0,,
422,Princeton University,Computer Science,he,1.0,,
423,Princeton University,Computer Science,he,1.0,,
424,Princeton University,Computer Science,he,1.0,,
425,Princeton University,Computer Science,he,1.0,,
426,Princeton University,Computer Science,he,1.0,,
427,Princeton University,Computer Science,he,1.0,,
428,Princeton University,Computer Science,he,1.0,,
429,Princeton University,Computer Science,she,1.0,,
430,Princeton University,Computer Science,she,1.0,,
431,Princeton University,Computer Science,she,1.0,,
432,Princeton University,Computer Science,she,1.0,,
433,Princeton University,Computer Science,she,1.0,,
434,Princeton University,Computer Science,she,1.0,,
435,Princeton University,Computer Science,she,1.0,,
436,Princeton University,Computer Science,she,1.0,,
437,Princeton University,Computer Science,she,1.0,,
438,Princeton University,Computer Science,she,1.0,,
439,Princeton University,Computer Science,she,1.0,,
440,Princeton University,Computer Science,she,1.0,,
441,Princeton University,Computer Science,she,1.0,,
442,Princeton University,Computer Science,they,1.0,,
443,Princeton University,Computer Science,they,1.0,,
444,Princeton University,Computer Science,they,1.0,,
445,Princeton University,Computer Science,they,1.0,,
446,Princeton University,Computer Science,they,1.0,,
447,Princeton University,Computer Science,they,1.0,,
448,Princeton University,Computer Science,they,1.0,,
449,Princeton University,Computer Science,they,1.0,,
450,Princeton University,Computer Science,they,1.0,,
451,Princeton University,Computer Science,they,1.0,,
452,Princeton University,Computer Science,they,1.0,,
453,Princeton University,Computer Science,they,1.0,,
454,Princeton University,Computer Science,they,1.0,,
455,Princeton University,Computer Science,none,1.0,,
456,Princeton University,Computer Science,none,1.0,,
457,Princeton University,Computer Science,none,1.0,,
458,Princeton University,Computer Science,none,1.0,,
459,Princeton University,Computer Science,none,1.0,,
460,Princeton University,Computer Science,none,1.0,,
461,Princeton University,Computer Science,none,1.0,,
462,Princeton University,Computer Science,none,1.0,,
463,Princeton University,Computer Science,none,1.0,,
464,Princeton University,Computer Science,none,1.0,,
465,Princeton University,Computer Science,none,1.0,,
466,Princeton University,Computer Science,none,1.0,,
467,Princeton University,Computer Science,none,1.0,,
468,Princeton University,Education,he,1.0,,
469,Princeton University,Education,he,1.0,,
470,Princeton University,Education,he,1.0,,
471,Princeton University,Education,he,1.0,,
472,Princeton University,Education,he,1.0,,
473,Princeton University,Education,he,1.0,,
474,Princeton University,Education,he,1.0,,
475,Princeton University,Education,he,1.0,,
476,Princeton University,Education,he,1.0,,
477,Princeton University,Education,he,1.0,,
478,Princeton University,Education,he,1.0,,
479,Princeton University,Education,he,1.0,,
480,Princeton University,Education,he,1.0,,
481,Princeton University,Education,she,1.0,,
482,Princeton University,Education,she,1.0,,
483,Princeton University,Education,she,1.0,,
484,Princeton University,Education,she,1.0,,
485,Princeton University,Education,she,1.0,,
486,Princeton University,Education,she,1.0,,
487,Princeton University,Education,she,1.0,,
488,Princeton University,Education,she,1.0,,
489,Princeton University,Education,she,1.0,,
490,Princeton University,Education,she,1.0,,
491,Princeton University,Education,she,1.0,,
492,Princeton University,Education,she,1.0,,
493,Princeton University,Education,she,1.0,,
494,Princeton University,Education,they,1.0,,
495,Princeton University,Education,they,1.0,,
496,Princeton University,Education,they,1.0,,
497,Princeton University,Education,they,1.0,,
498,Princeton University,Education,they,1.0,,
499,Princeton University,Education,they,1.0,,
500,Princeton University,Education,they,1.0,,
501,Princeton University,Education,they,1.0,,
502,Princeton University,Education,they,1.0,,
503,Princeton University,Education,they,1.0,,
504,Princeton University,Education,they,1.0,,
505,Princeton University,Education,they,1.0,,
506,Princeton University,Education,they,1.0,,
507,Princeton University,Education,none,1.0,,
508,Princeton University,Education,none,1.0,,
509,Princeton University,Education,none,1.0,,
510,Princeton University,Education,none,1.0,,
511,Princeton University,Education,none,1.0,,
512,Princeton University,Education,none,1.0,,
513,Princeton University,Education,none,1.0,,
514,Princeton University,Education,none,1.0,,
515,Princeton University,Education,none,1.0,,
516,Princeton University,Education,none,1.0,,
517,Princeton University,Education,none,1.0,,
518,Princeton University,Education,none,1.0,,
519,Princeton University,Education,none,1.0,,
520,Princeton University,Philosophy,he,1.0,,
521,Princeton University,Philosophy,he,1.0,,
522,Princeton University,Philosophy,he,1.0,,
523,Princeton University,Philosophy,he,1.0,,
524,Princeton University,Philosophy,he,1.0,,
525,Princeton University,Philosophy,he,1.0,,
526,Princeton University,Philosophy,he,1.0,,
527,Princeton University,Philosophy,he,1.0,,
528,Princeton University,Philosophy,he,1.0,,
529,Princeton University,Philosophy,he,1.0,,
530,Princeton University,Philosophy,he,1.0,,
531,Princeton University,Philosophy,he,1.0,,
532,Princeton University,Philosophy,he,1.0,,
533,Princeton University,Philosophy,she,1.0,,
534,Princeton University,Philosophy,she,1.0,,
535,Princeton University,Philosophy,she,1.0,,
536,Princeton University,Philosophy,she,1.0,,
537,Princeton University,Philosophy,she,1.0,,
538,Princeton University,Philosophy,she,1.0,,
539,Princeton University,Philosophy,she,1.0,,
540,Princeton University,Philosophy,she,1.0,,
541,Princeton University,Philosophy,she,1.0,,
542,Princeton University,Philosophy,she,1.0,,
543,Princeton University,Philosophy,she,1.0,,
544,Princeton University,Philosophy,she,1.0,,
545,Princeton University,Philosophy,she,1.0,,
546,Princeton University,Philosophy,they,1.0,,
547,Princeton University,Philosophy,they,1.0,,
548,Princeton University,Philosophy,they,1.0,,
549,Princeton University,Philosophy,they,1.0,,
550,Princeton University,Philosophy,they,1.0,,
551,Princeton University,Philosophy,they,1.0,,
552,Princeton University,Philosophy,they,1.0,,
553,Princeton University,Philosophy,they,1.0,,
554,Princeton University,Philosophy,they,1.0,,
555,Princeton University,Philosophy,they,1.0,,
556,Princeton University,Philosophy,they,1.0,,
557,Princeton University,Philosophy,they,1.0,,
558,Princeton University,Philosophy,they,1.0,,
559,Princeton University,Philosophy,none,1.0,,
560,Princeton University,Philosophy,none,1.0,,
561,Princeton University,Philosophy,none,1.0,,
562,Princeton University,Philosophy,none,1.0,,
563,Princeton University,Philosophy,none,1.0,,
564,Princeton University,Philosophy,none,1.0,,
565,Princeton University,Philosophy,none,1.0,,
566,Princeton University,Philosophy,none,1.0,,
567,Princeton University,Philosophy,none,1.0,,
568,Princeton University,Philosophy,none,1.0,,
569,Princeton University,Philosophy,none,1.0,,
570,Princeton University,Philosophy,none,1.0,,
571,Princeton University,Philosophy,none,1.0,,
572,Princeton University,Literature,he,1.0,,
573,Princeton University,Literature,he,1.0,,
574,Princeton University,Literature,he,1.0,,
575,Princeton University,Literature,he,1.0,,
576,Princeton University,Literature,he,1.0,,
577,Princeton University,Literature,he,1.0,,
578,Princeton University,Literature,he,1.0,,
579,Princeton University,Literature,he,1.0,,
580,Princeton University,Literature,he,1.0,,
581,Princeton University,Literature,he,1.0,,
582,Princeton University,Literature,he,1.0,,
583,Princeton University,Literature,he,1.0,,
584,Princeton University,Literature,he,1.0,,
585,Princeton University,Literature,she,1.0,,
586,Princeton University,Literature,she,1.0,,
587,Princeton University,Literature,she,1.0,,
588,Princeton University,Literature,she,1.0,,
589,Princeton University,Literature,she,1.0,,
590,Princeton University,Literature,she,1.0,,
591,Princeton University,Literature,she,1.0,,
592,Princeton University,Literature,she,1.0,,
593,Princeton University,Literature,she,1.0,,
594,Princeton University,Literature,she,1.0,,
595,Princeton University,Literature,she,1.0,,
596,Princeton University,Literature,she,1.0,,
597,Princeton University,Literature,she,1.0,,
598,Princeton University,Literature,they,1.0,,
599,Princeton University,Literature,they,1.0,,
600,Princeton University,Literature,they,1.0,,
601,Princeton University,Literature,they,1.0,,
602,Princeton University,Literature,they,1.0,,
603,Princeton University,Literature,they,1.0,,
604,Princeton University,Literature,they,1.0,,
605,Princeton University,Literature,they,1.0,,
606,Princeton University,Literature,they,1.0,,
607,Princeton University,Literature,they,1.0,,
608,Princeton University,Literature,they,1.0,,
609,Princeton University,Literature,they,1.0,,
610,Princeton University,Literature,they,1.0,,
611,Princeton University,Literature,none,1.0,,
612,Princeton University,Literature,none,1.0,,
613,Princeton University,Literature,none,1.0,,
614,Princeton University,Literature,none,1.0,,
615,Princeton University,Literature,none,1.0,,
616,Princeton University,Literature,none,1.0,,
617,Princeton University,Literature,none,1.0,,
618,Princeton University,Literature,none,1.0,,
619,Princeton University,Literature,none,1.0,,
620,Princeton University,Literature,none,1.0,,
621,Princeton University,Literature,none,1.0,,
622,Princeton University,Literature,none,1.0,,
623,Princeton University,Literature,none,1.0,,
624,Princeton University,Neuroscience,he,1.0,,
625,Princeton University,Neuroscience,he,1.0,,
626,Princeton University,Neuroscience,he,1.0,,
627,Princeton University,Neuroscience,he,1.0,,
628,Princeton University,Neuroscience,he,1.0,,
629,Princeton University,Neuroscience,he,1.0,,
630,Princeton University,Neuroscience,he,1.0,,
631,Princeton University,Neuroscience,he,1.0,,
632,Princeton University,Neuroscience,he,1.0,,
633,Princeton University,Neuroscience,he,1.0,,
634,Princeton University,Neuroscience,he,1.0,,
635,Princeton University,Neuroscience,he,1.0,,
636,Princeton University,Neuroscience,he,1.0,,
637,Princeton University,Neuroscience,she,1.0,,
638,Princeton University,Neuroscience,she,1.0,,
639,Princeton University,Neuroscience,she,1.0,,
640,Princeton University,Neuroscience,she,1.0,,
641,Princeton University,Neuroscience,she,1.0,,
642,Princeton University,Neuroscience,she,1.0,,
643,Princeton University,Neuroscience,she,1.0,,
644,Princeton University,Neuroscience,she,1.0,,
645,Princeton University,Neuroscience,she,1.0,,
646,Princeton University,Neuroscience,she,1.0,,
647,Princeton University,Neuroscience,she,1.0,,
648,Princeton University,Neuroscience,she,1.0,,
649,Princeton University,Neuroscience,she,1.0,,
650,Princeton University,Neuroscience,they,1.0,,
651,Princeton University,Neuroscience,they,1.0,,
652,Princeton University,Neuroscience,they,1.0,,
653,Princeton University,Neuroscience,they,1.0,,
654,Princeton University,Neuroscience,they,1.0,,
655,Princeton University,Neuroscience,they,1.0,,
656,Princeton University,Neuroscience,they,1.0,,
657,Princeton University,Neuroscience,they,1.0,,
658,Princeton University,Neuroscience,they,1.0,,
659,Princeton University,Neuroscience,they,1.0,,
660,Princeton University,Neuroscience,they,1.0,,
661,Princeton University,Neuroscience,they,1.0,,
662,Princeton University,Neuroscience,they,1.0,,
663,Princeton University,Neuroscience,none,1.0,,
